"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Ecuador","ECU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","197583708.913311","157101076.479955","155487234.385271","168447538.37088","199730212.771918","214348673.014374","254730015.67751","258096628.284948","285128576.588186","264625755.736998","270255452.361681","291407584.232848","395314355.576321","695769273.481998","1494867041.31279","1242549181.05773","1457947356.7839","1797611055.69568","1756420325.33584","2538498940.99274","3066325770.04385","3188263178.06229","2921016166.74387","2668859383.64477","2938788679.77761","3375175709.16469","2393508490.56698","2142866433.02142","2480621217.56321","2817482574.15302","3469124710.73644","4021964982.49125","4366816408.2041","3794531265.63282","4605277638.81941","5201004502.25113","5618746373.18659","6064677338.66933","5006507253.62681","5181939969.98499","6586251125.56278","6384717000","6956829000","8311611000","10241620000","13141840000","16312372000","18684515000","24624704000","17613615000","22139433000","28524740000","30559355000","31264903000","32207202000","22119535000","20061020000","22445453000","25304707000","25875328000","22320897000","29009062000","35914453000","34606783000","37750170800",
"Egypt, Arab Rep.","EGY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","835625800.449113","793126618.845515","607433082.234622","743589330.769602","866409220.231702","847750109.217999","862076408.374703","943166740.380363","700000000","877723970.94431","1091183119.81914","1140015302.21882","1182006204.75698","1366851945.42698","1879700810.30542","2113327487.94388","2285998013.90268","3108577442.55394","2947998787.14372","4774142857.14286","6612494097.22222","6853648648.64865","7282512315.27094","7101280558.78929","6987744571.05999","7119673332.63533","5706267539.75678","5106048703.84918","6076093128.90403","7073523337.46386","8748317631.22476","10269192422.7318","11885776186.3208","12034813925.5702","11714116251.4828","13565319964.6122","14033018867.9245","14778761061.9469","13754427390.791","13653789442.6423","16174959635.99","16900269541.779","15595505617.9775","17500000000","22240259740.2597","27206127206.1272","32173913043.4783","39457092819.6147","53800000000","47205081669.6915","46751361161.5245","48537005163.5112","45766666666.6667","49085271317.8295","43529411764.7059","43423180592.9919","34392638036.8098","37289402173.913","47225661226.7867","53041002277.9043","47872738615.0967","44850223072.0204","71927051671.7325","75645997561.7681","63713393368.3925",
"Euro area","EMU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","122457131898.522","138944760337.184","170681544088.243","231337933488.902","302015247526.744","327063153864.488","357374904525.221","412758669227.27","502157427510.326","627816128801.181","713162538294.913","660723948626.3","637081018635.787","624776912927.398","637893358402.397","662049033985.347","832845648471.007","1001402297749.6","1120077855296.14","1196602059305.52","1483085739485.87","1535169076810.76","1671105099004.46","1530334593901.69","1709052499564.24","2093539802174.47","2146655528725.23","2123403312591.05","2225517868549.3","2238123563225.64","2286038632763.66","2321115327634.06","2488438244595.63","2979209132254.27","3567608796437.37","3836959676183.59","4296155963734.66","5085279639167.71","5634279872206.5","4517368281636.93","4912741910446.69","5684489853494.98","5471885877941.22","5742668136868.81","5957739113515.25","5325657762111.67","5403437728246.64","5939482188774.58","6525603876190.18","6427723858212.42","5911015486868.77","7232213151625.29","7796134472299.51","7981945273509.78","8132125645517.89",
"Eritrea","ERI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54502214.5615604","142966419.337566","148977272.727273","129406250","202746708.19765","203302823.650328","110594504.430224","65684301.0104834","68310441.5584416","81309112.059541","85922706.0463553","56064246.3613527","64052293.7443336","67725717.1547712","83564227.6422764","76071544.7154472","61125203.2520325","84082757.7235772","101385281.300813","374897684.552846","","","","","","","","","","","","","",
"Spain","ESP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","4978036605.65724","6073291017.96407","7896181724.04867","10487210165.6196","12838993366.0225","14219846376.8116","14908642128.8237","17570821467.6889","22314444444.4444","29440976698.0664","33299965189.139","33059607136.421","33310336210.8133","32644516241.2993","36702571931.2772","37762612524.4618","45782844243.7923","56558264384.8538","65156156263.391","68933506676.0365","84463395364.0222","91063265012.0096","102239554688.77","93084945744.5418","107879062228.295","134295436349.079","148187311178.248","151657954545.455","161797527564.317","167415361761.776","170991162037.647","175010487832.677","188324245463.53","232580150552.156","271611046439.383","287980772158.755","317776995049.411","382818371650.197","417991645729.687","343996583489.453","368818353816.667","437172778239.3","416597866010.156","446190552100.786","458508132691.763","401637009328.906","417367780824.515","461297400643.53","499282766700.392","486670273121.568","393139331915.954","493273673720.922","575057224700.391","616594516072.56","642459915792.187",
"Estonia","EST","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573466525.53586","2848889768.45438","2967518489.37844","2932836519.70347","3627803201.08206","4178072088.10769","4022130536.62692","3504490924.16843","3831095694.20822","4270175190.73184","5644211833.785","7418642236.02484","9230780997.38838","10769819345.1261","14052834656.4468","16160988721.2538","11949522089.4693","14652236228.9086","20104199023.8133","19844301075.3844","21239933054.6291","21804108132.1015","17725037607.8473","18537893089.3891","20411337063.7789","22761453869.1051","22955204325.3882","21687304701.9674","29594813079.1739","33258153974.146","32148415071.2202","32617706441.8953",
"Ethiopia","ETH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5331910669.97519","5962716169.22631","5948445900.95456","6474164234.1889","6047701382.62093","5804109900.45231","6238607235.92214","7055587297.76074","7615428501.86933","7672981794.11108","8491183783.75095","10451091805.3682","","",
"European Union","EUU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","141264685576.343","159843985800.553","195626109043.753","265669495367.651","346047093425.887","375623416268.651","409241796978.604","469636523496.29","568749246623.091","711576595648.434","807795320288.649","750255220991.714","722973843235.85","710190005943.992","726501796038.114","753665273833.975","945548092810.314","1139136070096.62","1271633418958.55","1354407778826.41","1666437186252.98","1713145885585.04","1863186316023.95","1707256874858.57","1911004259898.57","2351770744733.73","2418024808184.62","2394702648913.9","2515164104156.63","2529928504619.88","2594321514676.72","2633981754833.9","2830142354499.28","3398259393966.64","4089929075257.19","4438467114025.08","5004239288466.7","5950209509506.06","6638903116389.73","5306448231848.7","5811085897627.74","6739697462151.21","6482966279371.54","6807992309588.23","7066940501052.08","6306521518720.39","6406939888904.29","7055071947101.94","7761202853750.13","7668995264944.56","7092088473908.44","8685958384592.31","9395172702224.47","9663565278241.1","9847560015740.36",
"Fragile and conflict affected situations","FCS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","2711046149.49037","2827196646.77465","3487225408.66074","4596304652.24833","6381402237.27745","6523355422.66042","7499615325.43468","8995130588.75609","10101083032.491","13152190505.2664","16534905961.1093","16409479195.3706","15244850129.5177","14631725021.3493","15594578551.6423","15638910207.2141","18858784893.2677","22897335317.1919","26071073205.4016","27400581959.2629","31323277872.8036","27176885752.0953","28745686222.4582","27996252732.3826","35158793397.8372","47992919389.9782","47988609888.6876","47944107204.2149","50182465509.5683","50865246751.3515","52967332461.1766","51507654129.9213","54947289188.2354","64062137649.4116","76257431519.3052","82514287315.1751","93509466783.5293","112360012523.138","128286645761.719","91464252096.8749","95813520650.0002","107209785535.02","100235357813.672","103378051936.471","100656518925.098","83446464503.9062","84368155260.7006","96883717056.4707","107217678990.588","108456929458.823","97778840102.724","117459122934.107","129714531245.137","127112858574.512","124585239094.531",
"Fiji","FJI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","583714462.110237","531725536.403601","516208393.166811","489764213.093154","504527538.871805","505914764.284984","537574611.648686","533742597.627704","625621391.38533","741168705.880608","833542664.365376","793123686.090279","795280876.598729","856610076.04871","1029830103.30402","1089500139.72509","1338202807.66764","1278196269.9361","1007390212.58626","1185149457.38402","1097328087.38035","1007246322.70097","1132973615.62028","1386509319.70579","1467801500.28852","1611428666.04457","1540665434.38078","1641930075.14128","2012612160.3815","1419133813.97965","1803535975.07231","2240457785.09384","2427351802.59379","2382978446.10603","2541930595.62507","2286771260.89921","2299808659.58593","2463429089.80949","2665063380.88896","2638408845.05736","1233536440.57442","1173264407.55073","2394014373.53474","3100138881.17327","",
"France","FRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","9482645209.58775","9991799596.40306","10224601061.244","11241671543.345","12608010654.6564","14084066115.6786","15259093171.5852","16324681563.3279","17910590223.8759","20692461918.657","24262221566.0801","28011055996.2117","34746459037.7113","47697675309.3695","60680036824.8773","69944030901.0249","74126283802.2398","85483064990.6392","106772238372.093","132072926302.806","152790282520.956","140423536511.768","129417606547.56","129679318357.862","130768670719.808","133608336983.501","163573823278.72","191116992251.446","216541900671.732","231757351429.159","276540778219.492","282187071270.782","311915489467.162","286749942089.414","315281781663.516","377901958207.386","385700089755.097","385977860193.302","407948410051.145","404544866221.468","404994866619.609","403310126488.544","428784967658.903","497989403585.685","580996794039.114","617386391343.813","670507475708.117","766429838941.689","854598937578.437","698805241356.796","736352883613.335","847885600684.827","814445012227.5","861474336499.179","879595852391.448","774108364253.242","778134181664.243","836510836277.649","915638789626.901","895514790269.018","756174143647.162","928139254791.07","1020752900059.15","1046168809647.27","1051204231156.41",
"Faroe Islands","FRO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","24293701.8795044","20833514.3054868","25515539.6824142","20546666.6666667","24293333.3333333","33466666.6666667","37576244.5867018","46350045.4434783","77923795.354988","79722390.8513675","80749719.3773222","104449526.676895","143590276.639494","140499127.320534","150752011.325694","178674656.339615","166508337.981182","149559996.937272","171011631.284095","162215524.180155","183175556.359183","251267088.139501","353053813.149303","353114635.985159","350470405.975233","421099713.374263","439774637.776094","441673501.892685","333285060.208","330631681.023911","367166235.271627","493216377.818921","455147045.352239","515369222.336288","549880738.048003","547806645.532976","598270994.063668","625608476.760526","702509065.037078","753740116.310027","739881038.734949","843381071.228823","985432520.999959","1144713621.5213","1002431136.60533","1089494716.909","1313871930.54871","1275723887.33246","1491476969.22821","1556499129.52718","1369742477.11807","1534259159.40032","1679703124.07001","1684155449.442","1821695261.99099","1551752389.73353","1923044806.09781","2218833060.68044","2255264259.45073","",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","3600000","","","","","","","","","","","","40334800","40239500","37246300","41045400","36239600","41921500","46366000","43854000","46055200","37304000","41837100","45844200","57728200","61367200","61304000","70347100","76935900","97807400","96425000","101619000","85658000","91885300","109856900","142584400","105568900","64323700","78392000","90465900","125788700","129500000",
"Gabon","GAB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","48341345.5312062","52322628.8962401","57972564.1714843","72764821.7240816","90352324.3363887","97934826.2828379","97688670.9841776","130487347.979137","142588991.304229","173872519.607531","160996725.590708","253126077.95502","314647528.701288","425323421.818994","888640846.799033","1068531105.68706","1371832275.85209","1449448281.00501","1475698437.43477","1772269116.16008","2769790006.42064","2447269142.5972","2228502937.22195","2079692035.31957","2104556519.11258","2089867354.58983","1197784950.26755","1401160634.82486","1408435482.36896","1917191502.28126","2740347018.3592","2553606793.08992","2576724991.56859","2136542944.38168","2584714650.90058","2944909616.92425","3568070236.71063","3265552539.56344","2125424573.89843","2779726330.60532","3507168436.09882","2726388981.12968","2806922117.40111","3381594592.55817","4276662905.28425","5750501486.11868","6255613897.1935","7289977426.95595","9685333826.46034","6319926635.46137","8287739080.53121","11243840178.751","10465456444.2994","10092462761.8263","8104568513.24111","6620833388.51661","6175468782.21868","7498596948.54146","9158802464.98934","8678687831.55984","7302825066.42947","11849572428.6127","13813536175.2073","12869002462.0786","13621520024.5521",
"United Kingdom","GBR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","28784228461.7231","32750099780.9686","35426263736.2637","43657251347.3787","55845350631.136","62031876106.1947","65819135669.3621","78844557823.1292","95044024928.0921","121411791613.723","151896374622.356","141920817926.045","133365068134.172","127420103077.156","128389684756.584","137865924024.641","150940908824.392","183382820722.34","201708733546.78","209783465314.136","254944208096.591","258132019400.353","270326024921.025","263472140071.986","297312578818.488","346553574246.489","374235569422.777","402231499672.561","403991387876.78","410232972011.001","427373278862.158","421484093853.462","437688848920.863","494222040816.326","582916514097.4","642700000000","745149954001.84","788437374949.98","805762867647.059","648608817572.831","717229317011.397","836104561850.802","828872120452.116","843516106640.604","875777609747.207","815304691846.949","777214710110.264","827907141571.723","906772479283.289","902036391533.849","800128639354.783","917230303664.112","1045296692285.1","1077661990915.1","1116387681450.09",
"Georgia","GEO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038593927.60044","3732841240.12278","3783339805.14489","3101400747.13054","1754966887.41722","1315854563.44299","1266549922.82057","1452314245.99294","686952881.343918","412437507.250319","548000077.071291","594735925.665034","533561535.912022","703050139.134834","787524463.137543","992558006.080135","1255516976.20768","1595471619.36561","2132207924.75209","2514950014.96827","3135124262.79204","3616332794.91706","3181108263.63809","4034702206.42279","5240466055.33962","6021090344.45253","7171991823.72922","7039423515.30611","6110413018.39917","6177710295.87299","7557302009.68942","8896766541.72421","9578376986.37911","5908062642.69865","8045446645.34757","13111621768.0543","15163333694.8312","16335736848.9149",
"Ghana","GHA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","343177644.727447","340376194.566406","334773294.244325","326368943.761204","344578369.807967","351581995.210568","310960967.875482","304363805.162641","339265113.592711","387311329.101505","472617875.004875","380936311.818316","437466068.288204","644981958.180025","530434782.608696","544148936.170213","434322033.898305","334857142.857143","306108202.443281","451566951.566952","376348547.717842","200813953.488372","134733893.557423","225418871.252205","354924983.692107","479910714.285714","950751458.052938","997843537.414966","945129549.050633","879299610.894942","993956953.642384","1120134374.23496","1105235206.59265","1208940821.01401","1375682236.73196","1583544039.89526","2226334937.35746","2233536787.82789","2534277964.7526","2475841480.93143","2431743616.94123","2404077313.43492","2627802407.06598","3104918870.64991","3490692555.26712","3916311039.77093","5149454653.93664","6088927418.37771","7178293982.08643","7630156153.13385","9490812128.53579","14529631105.6309","16656935875.3268","15988443997.9098","15436790166.9328","16725314357.9985","17513188147.4573","20456689539.6174","22501546548.8178","25597786148.2046","22070393252.1853","23898089227.0418","25623315466.9184","25590486225.4334","29197465998.8647",
"Gibraltar","GIB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","620341457.628898","645766103.605838","640721931.678519","756205480.449991","828699105.16097","914493654.105981","817036636.463596","869566348.29711","769732341.447186","780067626.712016","742652391.130874","740132957.280735","763846909.977853","749004850.206526","734578556.20053","808614946.14937","781148029.848008","894584048.742242","895267037.392523","1021679586.62962","1005390515.52319","1479451796.12378","1507080730.53399","1512364187.92795","2079424654.58987","2212106802.63826","2531048957.00893","2217341683.37996","2342843828.77653","1890478290.5367","2524762071.63808","4611027664.18413","4767367526.93678","4710654157.7052","6617433828.61847","9596023580.50904","9043059038.49661","9888943025.0436","11156668289.9013",
"Gambia, The","GMB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","15991781.4248778","18921503.3503804","16460090.3361445","18244685.1914963","19763503.6216058","18037835.1385527","19980333.1079835","26392897.1073276","37334614.5101457","51495206.9750515","46062022.5882239","50729191.5156394","57875483.3404851","72405656.3807974","103029780.073365","96172688.7652814","95784687.5532319","107766540.651678","90665413.338735","99014528.9755138","86556333.5933104","109029387.65125","134311372.434326","156436607.867284","189941809.815266","203220124.351594","218509709.449999","212861269.599302","158552463.839931","186876569.332473","184904931.249045","184290825.826675","212639014.948652","198771163.936193","201981399.986315","149998489.210091","157033586.749557","151438768.633212","198101350.569028","204546331.808865","221729529.524001","230768306.087865","226068893.109563","228340998.682611","226367642.899885","237665945.273699","280760743.774678","261079179.200762","268476270.62752","214593792.981957","189367460.895985","278118327.12068","372362228.927732","365730558.072245","174106925.873846","133283633.187106","188942455.877392","230134389.546754","164275376.285833",
"Guinea-Bissau","GNB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","8186671.4504523","8489510.86613354","9930095.34563256","14078894.9152542","12885646.3815789","14689462.9691544","15403961.6867785","27808006.9792604","24664099.4236311","22408816.6986539","36495542.1685176","45022336.3636364","33735283.2437526","25552411.3669156","48241735.8055713","36490902.8420443","17722485.0023776","51366733.4951294","53186611.9077506","49261011.2220152","63012779.6312043","66730021.3373414","28841802.6240302","54616172.6610542","100783590.449963","77026117.1899923","73982892.4570851","34228134.5542318","24267138.614847","48255104.9692943","51238035.5874262","41587831.1621061","53471573.2038363","66055955.2130173","75293449.9137358","86771562.6921218","65874890.2295901","83754002.6797694","112096348.888004","99060618.5874728","118824731.843798","223293310.77986","148143182.78035","146638162.048894","189520128.440422","288634342.955778","296013057.520557","390049715.257766","395944553.849329","291804550.872984","263737478.988913","334639591.939616","273823396.615999","284322017.134602","264469399.915065",
"Equatorial Guinea","GNQ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7183409023.02907","8303800358.81345","11584326308.4361","17621714169.082","11171995036.7048","13991011076.0339","16038364003.6332","16098337026.2265","14849114361.7473","14357208631.2116","7470701298.60658","5779217937.37982","7181836773.61884","7807722846.25857","5810566663.64454","4041173655.70763","5512726595.33217","7249945760.76341","4515830508.85739","4488990305.15777",
"Greece","GRC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","421746257.586673","462193280.916671","427584440.678956","525311536.643937","500981987.648471","577923334.471668","788927084.092945","819571866.160997","791766667.309036","878078638.745332","1017465909.09091","1169159090.90909","1514340909.09091","2554695051.78366","3540079545.45455","3962624867.16259","4299095149.25373","4968001850.13876","5937115027.82931","8120634774.60902","10787426059.1527","10998456334.5633","9232897959.18367","7999818111.45511","7925024183.79686","7578756476.68394","9799520447.90652","11688341721.1877","12221486908.4795","12400650440.6211","14210855546.0017","14665696391.8489","16986794780.1216","15014692330.5589","16545700842.6966","19395600823.6505","20396997451.8686","22716461999.2512","23016451054.9983","26625314614.5182","30196597913.7726","30582572463.837","30626385965.3844","37167664772.0089","48427679624.1005","50868190128.2615","55899928857.7023","68338676371.8724","80002280548.4023","61214696315.5328","64408094875.2501","71678237429.0468","69182280280.9195","71740917593.2449","76056348404.7707","62624189486.0054","60206533536.9235","69691186310.6331","82399436956.6643","82010719998.8783","60184480868.7597","87890009619.1304","107295001479.561","106428881743.296","107947859588.948",
"Grenada","GRD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589145818.257828","716000532.126468","759541163.699305","761017142.392065","814482647.007982","924142592.648168","777486179.007985","852477963.042811","1020039815.88135","978942338.302308","1012247895.05996","1093422910.10352","939162803.528646","1103566726.94846","1160385303.83576","1358435085.31552","1230176954.70104","1111209277.92567","1121643590.62737","1285840100.66488","1357184854.28849","",
"Guatemala","GTM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","131900000","128700000","134800000","180400000","199900000","223500000","263400000","235600000","269500000","305400000","353600000","343100000","397300000","536500000","708400000","792000000","941700000","1340300000","1303700000","1473600000","1748000000","1471000100","1288999900","1176000000","1231300000","1161565304.34783","1160867534.24658","1122800040","1262786259.54198","1455681818.18182","1608646743.76103","1688646378.51768","1886230498.02442","2018148609.06032","2274655328.51312","2822490792.68922","2791706609.53507","3194396325.67574","3524472507.19379","3481400349.34261","3895405852.17951","5275589192.6201","5463975082.14327","5648926179.65218","6464755962.87974","6817685366.83004","7537142602.34385","8721101392.56831","9673807861.55819","9046835388.59935","10667621566.808","12688259461.4701","12530944105.5555","11658240757.6404","12579582094.8489","12331439270.5768","12387053761.1035","13252395018.5215","13323270230.1386","13591570112.2741","12702168241.2438","15241812034.7725","18119750216.9524","17331666573.0337","17990664452.5038",
"Guam","GUM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722000000","631000000","846000000","956000000","1005000000","1005000000","973000000","838000000","846000000","928000000","1004000000","1053000000","1057000000","1048000000","1119000000","1141000000","1165000000","1414000000","379000000","193000000","545000000","","",
"Guyana","GUY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","82949792.6255184","96774758.0631048","110424723.93819","110599723.500691","111241388.563195","117823529.411765","125764705.882353","143705882.352941","133800000","147700000","151200000","164750000","164000000","160238095.238095","296590909.090909","370500000","300280000","284360000","319880000","317240000","490319960","393107142.857143","254400000","224500000","193263157.894737","218069767.44186","233674418.604651","282142846.938775","263299990","251948536.764706","248683534.177215","356599994.633274","469762447.641887","519140473.11828","567658924.078091","629152003.521127","723896874.643875","746591431.239949","688346951.547645","670497421.319341","684731124.266842","661420415.528475","670242444.601789","666355169.765154","752856480.465943","698037583.989994","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","328714004803.221","369491134698.025","438386392160.458","593521347957.456","799348029578.387","860950608369.645","954913286815.643","1084857904925.7","1286067623571.35","1599060844798.4","1926850492905.49","1939909724750.87","1807159706642.49","1768937590832.91","1873345684265.24","1913600508107.53","2212577701444.2","2617705053267.35","3007831349681.57","3250954241148.89","3728859878169.34","3879812989301.19","4411370638050.97","4224297294655.7","4632958358731.19","5480183884581.58","5672030785987.1","5828230583088.25","5794447203949.37","5978581660750.1","6525377223215.49","6309635041598.99","6568771670280.36","7571030634264.66","9089256878274.18","10133618394946.4","11491330687148","13229793959269.5","14894525842981.9","11967946357847.5","13908397468970.8","16356843151306.1","16422388596817","16887337541419.9","17221972163186.8","15320980449232.8","15140378423275","16567455792672.3","18114514652358.3","17786738301351.9","15969855511077.4","19694237215923.7","22069884940712.5","21984708012188","22586869804003.5",
"Hong Kong SAR, China","HKG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","1149077545.56591","1263224321.6155","1414306395.93155","1609005531.01451","1675916230.36649","1889960077.40451","2170856894.30187","2451069004.61784","3029243796.77038","3541855147.79662","3999563824.25473","4818647513.55909","6859419022.63674","8133821900.58278","8380060897.63528","11516881422.2802","13104032604.0326","15674897468.159","20190630317.7885","25613519710.1817","28115340417.1839","27405152327.4536","28132870173.528","34837426451.7779","37099123961.1077","43008160743.6207","57087679928.189","71728414040.4817","81398943091.3175","90213678231.0087","106158058371.413","127907419893.308","144855533189.935","162013385147.308","182563661857.747","194352293058.904","204029716550.443","187183688551.545","186851434096.036","216356805084.527","207977175829.46","219708197945.946","243330657848.268","283708654340.01","322200039525.117","358398925414.591","394442958247.201","424118380347.954","381294159383.365","469446853182.587","528967240493.32","566883265817.194","610972021660.65","621073310667.425","606079014416.1","600025250410.641","644673433249.5","681282515787.459","645006704384.439","608150234620.739","752719132923.809","697583336451.117","673672659195.26","739831054816.268",
"Honduras","HND","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","71800000","79500000","87200000","90600000","102700000","138700000","157400000","170600000","196700000","186900000","201800000","217000000","234998942.504759","293999853.000073","332500000","345000000","454500000","581500050","960859351","1168036044.5","1315331103","1227917680.5","1066168434.5","1108154409","1174230696.5","1257514351","1393796694.5","1312577924","1436852036.48069","1520893864.13793","1561384393.2393","1573527394.81257","1651611360.70136","1811810868.46427","2066441596.89849","2590041814.38999","2855718826.01351","3270298692.01521","3679525531.75775","3395137944.25087","3878785428.51127","3931297278.35005","4143703818.53006","4452150158.02917","5181709224.05473","5757207467.87627","6119752690.73513","6614386798.69384","7124837294.25652","5766473847.71713","7247910834.02575","9077877620.20288","9431552769.55223","8869045890.69185","9396732039.65968","9475891625.38007","9276480535.29014","9970301123.80064","9977241928.20167","10007373348.5297","8377646120.73421","11079128213.317","13336955013.3273","12838311191.1166","12444557870.6674",
"Heavily indebted poor countries (HIPC)","HPC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","3694295718.45794","3884813155.58791","4025714758.46556","4462167606.68143","4735199532.9614","5407282061.65803","5339081389.29989","6155045150.79125","7519182908.8521","10283811877.4726","10605146234.3804","12044354064.3094","14113239448.7319","15783840344.2844","18707483409.4406","21525932986.7348","19798248462.8519","19610454337.0007","19151500185.9764","21143560936.1933","20680088858.655","21700934305.3435","22020930531.8872","21538553005.7276","23005691450.3415","25171850363.4212","24695042524.4497","23581212526.5775","23711318163.5408","24637505562.9995","30528773441.5163","33002199957.624","33244211048.9372","33977274027.3119","33008831284.2742","36422934182.9373","36030746616.5934","40409231110.2143","46513250846.8373","58295143083.1413","69707067981.9998","83800137052.5216","101434018022.26","124448587962.205","106826536731.289","131601215566.023","156325251941.876","161406703319.283","168417995011.647","173913419927.476","148731586840.898","142067734491.982","165714280406.72","183430074257.642","185315968615.683","167402128847.23","210772214623.587","244782367747.777","244843338693.24","273200842076.125",
"Croatia","HRV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6218391367.53611","7319501377.31441","7505219152.22917","7543494076.64509","7165714587.18354","7766859760.60293","8565636099.84148","9603760460.69615","12528408277.2164","15296053850.9285","16385969041.8192","18616341131.4463","22213683066.5199","24633099476.101","20004059284.5516","20938195562.0839","23930419506.9259","22273310969.2406","23620939498.3764","25283592501.4182","23169362936.2692","24545876244.1556","27482525805.1652","30284731912.9839","31034512054.7749","23925558907.2796","34351382871.903","42361031644.7432","44673146138.7329","46077395486.1761",
"Haiti","HTI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426125800","356133600","368773800","358174516.690183","170898839.556527","203703197.629323","139173681.361585","256955764.92692","329352863.384694","349005072.784096","368684025.022278","508794534.216387","501340860.27254","444869994.280515","390002091.189372","470293089.043026","509817233.078678","605106728.739627","689103494.448546","779237501.779754","917202441.231244","1034002204.18872","1016377274.12283","1311686714.79674","1323609594.19049","1567188286.73442","1662345565.95476","1747466805.16477","1632313490.51577","1660793079.17233","1768471542.63842","1585349842.81308","1110024754.94218","1490136140.36818","1466106038.4718","1046262833.94154","857816739.95338",
