"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Saudi Arabia","SAU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","1998980666.66667","2161704511.11111","2731777777.77778","3878685815.75095","5951621242.56862","14903189967.9193","28581126760.5634","34300542527.1463","38230311614.7309","42599781847.9943","39584805336.6875","61361500126.3078","104409960255.409","115769423161.749","77741454554.0465","49690593342.9812","41296821793.4166","31243235781.3363","23221442073.9941","26447263017.3565","27645126835.781","32174632843.7917","47445927903.8718","50652603471.2951","53610680907.8772","45678237650.2003","45960747663.5514","53521228304.4059","63501201602.1362","64989052069.4259","43493066666.6667","56061600000","82259466666.6667","72980533333.3333","77641333333.3333","98956800000","131920533333.333","187388647220.517","225506542056.075","249318478985.991","322853600000","202056266666.667","261830933333.333","376224000000","399419466666.667","387745333333.333","354973333333.333","218010400000","200877333333.333","239892533333.333","314916533333.333","285860000000","182847733333.333","286501333333.333","445881333333.333","368530666666.667","360914400000",
"Sudan","SDN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","163986215.290024","162837450.209183","194141298.662094","225732338.385216","215680643.927859","205916140.740713","212521539.955547","242963814.597828","253589891.595606","290063182.912301","343193567.901188","357840322.681908","397759909.241126","456921310.904427","503159105.408269","583285469.796914","674899484.993968","703031778.691546","643790754.697949","838135924.283035","940000000","1037830101.91223","871574084.559815","869230769.230769","884615384.615385","464404683.125703","480000000","666666666.666667","544444444.444445","1144444444.44444","1353333333.33333","1473623928.77724","368873911.630373","375673198.840027","600084942.111606","687291908.400101","555552002.251374","624200773.857158","754001829.663962","830998485.846785","1959274975.93559","1502565576.39076","2069370708.88678","2616565229.81921","3810483472.5965","5087005646.00679","6832541573.16513","10045701106.0959","13138704158.4795","7513028961.53846","10304137931.0345","6865605263.1579","2580283333.33333","4090246575.34247","3767685393.25843","3322363636.36364","2133433333.33333","2523314285.71429","2473599508.59951","2733532469.42149","1385607465.42553","770119708.003068","811770224.745841","442116377.99812","595475102.173136",
"Senegal","SEN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","115539819.729106","153701751.363538","151058846.158865","135516436.4806","142348125.647153","145436128.497739","158693960.076765","145983546.95298","177216109.466724","183032589.899575","208798742.544662","205321732.553379","293958430.073224","314124735.775087","531016257.150443","609915544.561247","616306340.843974","752595833.004297","586873674.452771","769692158.640895","726560625.092191","874415799.889018","787460424.923807","847007035.153351","797845320.524301","715458891.811654","892982436.64942","929471805.896282","964374937.121917","1043007675.0135","1260610905.58651","1125698820.44257","1164623532.48335","998657341.653891","1068412067.0694","1306823704.17812","1186269197.47014","1107580223.68869","1209065011.79694","1252919321.45059","1068191179.72256","1151929254.77989","1374437539.01495","1597488034.20279","1924839548.26911","2180519353.0899","2252093121.77212","2876425981.96561","3513433452.35253","3131307995.77437","3221238633.92741","3795074623.72951","3969170142.39475","4228273484.9784","4311504600.85322","4030818415.9103","4105254723.24457","4604563711.6937","5305072986.89084","5847051726.26615","5077951817.12245","6781011708.68501","7417917497.04587","7092836396.8035","9053082115.7617",
"Singapore","SGP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1147516349.69065","1089010263.88172","1141211673.77712","1295235233.01168","1091623601.04795","1201122428.31289","1351650649.08762","1414991408.65407","1791540627.59292","2193145216.61298","2420440216.64565","2704396968.50908","2904841511.78418","4373973333.33333","7804712297.55026","7724978456.23538","9457765782.48218","10772340942.205","12436295810.4452","17169305189.0941","24031178147.7053","28092845133.57","29812562124.2959","29675560747.6636","30900662565.0734","29160517556.6077","27644243443.4798","34308211628.5478","46864672364.6724","54623086861.459","64045069989.2324","76631490593.343","84309872452.9103","97966383028.4981","122465766339.061","159046900079.372","169132174170.822","169506454041.807","142983995000.006","152507703735.257","180961018304.917","164227617773.506","170350298337.753","197818139655.823","246116322768.289","287771727538.562","338926122120.945","385006655156.718","443371610356.07","370525982887.767","474817309469.398","568009168564.196","580505587048.163","600013186286.262","604391776173","549421999163.53","525980387189.424","590230171805.131","672027857970.022","665397849809.186","634720766636.081","797699635946.268","947354945030.236","917682665719.369","978597520043.286",
"Solomon Islands","SLB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","86765072.7199766","91936481.0852182","91648268.3626059","86195037.6036735","101278543.473226","79013106.0457182","86706861.9006604","88853746.7328777","109963087.936377","107271714.018843","99652678.7786853","120084722.350124","144120760.902975","177241945.922071","199917480.869599","211397868.404827","230487236.558977","238637030.117769","185437103.077903","177960878.37025","113776351.064693","71807706.9184547","74532077.83579","91887176.3498369","116436848.073895","150932160.476013","167055262.017347","223523261.892316","269633760.919225","234871525.18882","315704592.261815","533563906.157349","591554033.246941","590649173.152783","565437955.783763","527879238.211381","548051855.569464","568502381.649697","680540282.590203","590941418.619108","429176031.937028","413817855.138346","411745209.906065","","",
"Sierra Leone","SLE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","108169934.640523","103781512.605042","104341736.694678","94475138.121547","78151260.5042017","112965186.07443","134813925.570228","131167268.351384","129213483.146067","141789215.686274","156374269.005848","170575221.238938","128122192.273136","136474694.589878","190448901.623687","220813623.46263","251619047.619048","256600517.687662","204035512.510089","110185676.392573","115537848.605578","127012171.181782","58414118.8168034","210997855.653145","303069447.007443","223145470.048317","225360854.694082","243739503.765101","214799716.483596","186700713.179278","269102157.684835","161857005.148196","164283417.976132","112228128.25082","94545470.8247155","92562056.7621571","115313377.546753","133738479.87005","167621824.264625","301792815.880552","373227332.780868","453725393.545814","310411123.366721","328699384.225975","322797772.273492","316612969.444568","421689973.095108","466407643.587431","1264681731.60548","1420918920.00437","1553706126.0902","711755890.464933","858631195.210129","796390825.997179","718218823.061887","632404798.949993","661505014.228488","1114288670.11354","1194958865.00589","1380123854.28218","1580505940.73937",
"El Salvador","SLV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","231600000","229240000","250280000","255960000","243320000","281360000","292160000","367680000","432120000","540040000","622640000","827560000","1122680000","946719900","1280560000","1220920000","917000000","774247000","858652600","796567700","848385400","930400000","751724100","662448600","578784600","891100175","904756600","937870800","1294122000","1529942400","1923081200","2026644400","2659875600","2667080400","2752938000","3161574400","3071774700","3231026200","3433269900","3555578400","3713680000","4150320000","4349400000","4809800000","4215800000","4971100000","5878600000","6110250000","6536790000","6677020000","6911040000","6884540000","7251400000","7528970000","8052490000","6112370000","8359050000","10336590000","10629170000","11585810000",
"San Marino","SMR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2476183221.09318","2541234589.82945","2579985263.1365","2757777763.56896","2650576063.69165","2540726230.96222","3419759806.78137","3616003178.36096","","",
"Somalia, Fed. Rep.","SOM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","22945943.7816225","30659933.9760264","26039938.0640248","34299919.0800324","36679918.1280328","41804010.1583959","38499998.0400008","37099985.1600059","42699969.4800122","48985714.2857143","37142857.1428571","43907884.8765767","65614884.5471965","70524571.5195415","81652120.0953137","88594086.7355044","81000763.7807784","101014492.753623","145994475.138122","143504008.39895","200271074.389354","173525712.111604","201101592.528537","173400620.331603","115004196.817526","55477537.0786517","64782760.6451115","67562031.2165816","50072045.8179424","83929436.051234","89748800.1761538","","","","","","","","","","","","","","","","","","","","","","853397769.999161","942600659.999585","1097727150.00072","1037964069.9982","1067190800.00052","994339299.998874","1119000000","1131000000","1178000000","1532000000","1804045000","2164489609.99893","2424022460.00136",
"Serbia","SRB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","869519774.011299","2447299813.78026","3472726350.15138","3643557841.84711","2082768083.00819","603908121.31229","2681640789.04068","3440881203.3858","5204459810.99376","6571867067.25087","7821417757.64534","9645370224.19868","11782818821.7985","14848003086.669","11900794014.8504","13491229130.9925","16258681583.0167","15526608641.4855","19287772622.7088","19804449977.1439","17916931976.5824","19615292710.9932","22127853999.9267","25691797086.2512","26372690325.2173","25760764788.3125","34628348308.2237","40579105461.336","44799890209.3686","46940372435.3145",
"Sub-Saharan Africa (excluding high income)","SSA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","9686769893.85327","10342010575.7663","10895016076.3154","12183693206.6763","12772358660.9751","13601310344.3103","14401772903.8044","17050748430.4444","22572253655.7429","31227933862.9795","32444854844.1325","33780976557.5339","40185477780.5415","46324572685.1145","58732755863.418","79739067441.4958","68206394216.8839","61618186933.9331","61719929233.5153","61330262431.8541","59460211156.2257","64518177138.3288","75709399463.2859","77896771680.1216","78883376051.073","86604543565.059","84178172805.0365","85333811842.4987","87050289755.3134","90720544401.7805","106477341577.067","113197059764.42","114156763607.516","107870304843.672","107583088758.58","117229149433.601","113349461452.488","120767441328.304","145564767287.729","182367221524.266","226913924675.558","270250095765.935","330260729853.761","401933869594.292","314828447836.255","397240333792.225","476102626301.242","464454368971.783","457079335237.888","452463282924.473","351959833843.841","321590780692.443","384630224230.881","427506167596.028","411055000189.675","354266877904.682","473251133154.9","543397080626.898","508841173129.177","542399110280.286",
"South Sudan","SSD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9630874288.71993","7377203307.64568","8970707666.27619","9850171395.11542","5110494406.77966","1794877728.81356","5360319322.0339","4397355862.60474","","","","","","","","","",
"Sub-Saharan Africa","SSF","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","11008833871.6461","12310973523.663","12905788634.2567","13743400190.3605","14552225003.1205","17228873784.4134","22808060939.4354","31554165101.2008","32783798983.5736","34133878861.575","40606553123.5952","46813883767.809","59357502400.417","80574858695.5374","68919564499.4193","62262235090.4151","62373355067.251","61988806086.5376","60103775393.1536","65196569058.0044","76506388901.5254","78731585906.8267","79732122798.3411","87567281559.0324","85104046153.7081","86269911969.1278","88008804642.4368","91715059892.5518","107635105911.46","114556395655.72","115485076501.281","109149191931.846","108894349689.976","119132111926.77","115302081848.853","122828648575.153","148010786181.38","185200764073.599","230364949041.96","274360754830.989","335075533277.854","407566601032.22","319419111927.514","402741135052.993","482648748844.719","471910239642.146","464708427294.597","460883062005.545","360009750302.169","329479670184.433","393174815621.276","436913056210.248","421168353965.774","363839945964.674","483853376995.065","556985051735.18","521717616928.467","555994254690.681",
"Small states","SST","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27330421110.2725","29624994420.4831","37811526578.4514","40140029672.4421","40901802517.8579","41236475860.9144","43281645459.7749","45666678230.3759","45615614156.5208","48294089555.9748","55639605836.5727","65327869321.3902","73579496867.6336","82552436899.7612","97837008675.4382","111808832280.228","90894913881.3104","104208011925.185","129004008997.586","129311260807.062","134003448225.972","138595197329.183","122787035352.63","124932570411.214","140853958819.604","157643812398.228","160433078780.584","137790334813.293","180854125112.908","215319565581.647","217256445239.464","226977890652.377",
"Sao Tome and Principe","STP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1385355541.78664","1589435336.97632","2010564663.02368","1710018214.93625","2295461855.15716","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3040877348.90808","5944790456.17505","9816291887.69569","8680849144.99883","11174416894.0562","13958882352.9412","13787939163.4981","14902632831.0864","13635886564.4927","14151032231.7815","15573520703.6706","17594241722.4988","20123560080.971","29263658908.605","39675783192.7596","45428521112.7035","57507321359.6082","72194477961.8206","80870213060.9094","60839049329.3261","70230239457.3835","84383473250.7784","86112869512.4262","92074947973.9152","91989314711.6965","80879458866.2308","83400999772.7594","90173773495.8931","101203084757.884","97210994149.8744","90816799595.6874","109378279217.122","114713957646.757","122218003073.861","120825540746.827",
"Slovenia","SVN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14747182203.3898","9892826086.95652","7386170400.9434","6955369312.16931","8058963720.93023","9701955115.24464","9921480169.97167","9875306122.44898","10518606462.7813","10017114040.8701","10172240637.1072","10802787759.1313","12290189526.1845","15114769177.369","18946986796.2133","21655505534.1375","25611438966.2527","32637319159.2821","36989152940.7719","28967234666.1429","30989453004.8167","36240298313.8328","33953720506.2598","35880641477.6291","37954050501.1246","33169954107.1222","34740102172.0518","40391857784.4177","45941003425.2251","45476824978.3842","41785212679.0367","51670655053.0689","56321649308.1559","57566828226.9814","59100412196.9461",
"Sweden","SWE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","3347318689.5537","3536122347.78762","3759720648.99748","4076674910.3475","4623311702.83888","4982665942.9051","5313500173.94538","5682741505.11679","6160359450.49751","7088596244.73821","8403203046.47027","9260199769.79652","10843334873.1732","14907577679.5732","19469389782.403","21363499349.7423","22619844119.4701","23692051722.5991","26992621002.5451","34344875090.3874","38777042746.359","36270106450.2113","34607349823.3216","34880032476.4252","36958532846.5388","37450055672.4276","46082815711.1573","55327293703.8673","62001594855.7253","64787791341.575","73468826113.4014","71907412153.7825","74161945636.8694","65074646041.5757","77326982892.6905","99714998668.2181","105470175961.825","105237527668.994","108706524610.372","110211197714.95","113692344633.385","104029102245.113","110053301290.939","134749885608.993","164271523629.387","177556569562.832","201114228402.591","233867846363.26","252230583665.852","188745590425.671","221129192652.724","259101990028.043","246464811459.85","249630038816.564","251069957738.072","219284872891.792","220653333190.583","235309948216.298","253002514998.051","256724927068.404","241282023561.051","301387150076.682","312449425397.421","324257370254.826","333132297068.286",
"Eswatini","SWZ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1866015484.52956","1942020441.81627","1753178718.53008","1685718187.92489","1925910543.61037","1897999486.40871","2066646226.29074","1802851570.73454","2144557154.68022","2112045170.09861","2241324946.27282","",
"Sint Maarten (Dutch part)","SXM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","8673003.73924215","11089068.8063126","15164545.1894989","21890203.943057","22163208.8799193","17859601.6579769","15986241.064918","21248691.789548","26935625.2214413","29326494.9925943","19278075.738992","23213176.3026053","33344240.9094193","35914015.8814195","59192935.2245686","51160208.4809582","50252835.861692","53589237.0076578","52986352.30824","55776979.7769798","146186060.081692","118656888.050992","128162615.685753","152013308.376228","486226807.753906","546294059.863335","569063799.433325","657204441.558408","650842527.272727","754034109.090909","898472650.285559","935575117.966411","961331923.056223","896738912.88279","896873105.74782","1037324780.35757","1122604567.95522","1262543322.97158","1376210126.70164","1290375234.95138","1338730180.08626","1573333403.18565","1553145430.37773","1538983435.76862","920042421.547639","1193663263.24547","1818966306.17899","1824457781.79385","1845801876.19931",
"Syrian Arab Republic","SYR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","183179972.067039","166354553.072626","232483197.831978","233218638.743455","223808507.853403","250836076.499565","237017340.425532","248911547.277937","304528181.01675","384128066.73209","374567201.762669","449256625.727214","555039787.798409","714520367.936925","1242591989.57994","1461385482.26715","1490583513.43007","1398290598.2906","1376861397.47995","1900127388.53503","2380891719.74522","2427631113.31304","2268031466.21173","2331285398.86724","2174468579.39366","1960935036.26616","1497286367.98978","1778676862.88458","1774447445.12712","2962782879.11402","3488165297.62226","3168250000","3479921416.55059","3816418530.83146","3346540000","3537504990.01996","4388662674.6507","4702704280.15564","4640692307.69231","5129922480.62016","6839334310.23655","7464741325.57656","8216795445.30297","7030359682.99126","10147425742.5743","11844406130.2682","13167057673.5093","15617340808.9708","19741840052.5412","15724551096.419","19747456811.555","13081933250.7245","3331967972.0424","1661482224.60751","1508537235.77397","2353296641.9611","2731227397.04245","3165874598.14596","3206830227.96283","2938069171.93043","1648856244.09304","2226608573.26076","1608744496.2291","","",
"Turks and Caicos Islands","TCA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","41987616.2207662","46459419.2332188","50177660.364189","48137413.8985524","53846256.5035233","56286114.1302922","60213093.5080802","64603586.1863258","67829222.4496277","62287914.8589663","76302006.2974177","79858965.5008526","85268097.6121717","101796566.323275","120007833.001394","124525763.498138","139294049.754088","143615633.961631","182936219.338598","178553423.082796","175041293.986065","132421607.078368","54751112.1159341","136673323.990491","165602339.386213","123003840.625963","143026030.246369","179740702.896575","222673412.729052","197582396.751377","234367649.848279","224348643.655516","208710952.478653","194955480.328494","190020006.603114","317076027.401918","281984781.110316","286444703.149508","322640880.265171","281123360.420699","234520132.685021","250908654.896596","253418838.156303","675636728.899707","2256048166.0841","3859865745.55291","4347565142.31093","4723051938.85233","5363793156.01901","4049680650.9667","4841518209.44116","5449880186.38807","5975646595.14618","5386661770.57061","4198424641.10862","4063362923.68153","2944981828.42901","3095057450.03395","3961229688.85689","3721677783.17558","3178743027.29094","4434510318.11721","5657938456.17481","5699619138.44203","5799422118.82543",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","4384221102.88005","3876163634.86885","3881221241.75816","4440499669.69389","4997878906.26853","5640444609.0231","6016381495.59545","5858516254.04058","6302963324.7791","6766918630.13674","7325979616.39373","8142503054.47821","10226813489.0964","17191198374.6602","26316289647.7567","25632584133.888","29208849779.3332","34709844428.0044","40848674912.5984","55553231508.3234","73815302075.7602","80393008631.6067","74978645279.3981","78195257945.2552","86331325842.0446","82846347108.4069","80548259106.8941","100429837507.703","123571788893.476","133923987719.468","155994935739.616","181126216865.118","212783726638.633","240349299428.421","304256004448.333","375495649084.204","423067506895.616","466135261049.801","436250523741.996","471274631852.799","577140074077.928","572529122004.081","650060839293.781","801708853187.669","1029093968829.99","1260349711680.67","1558386793327.48","1910751416614.72","2247931087200.99","1903555418965.68","2466707001549.5","2971831276257.59","3163590488559.33","3362944104047.81","3496606730383.65","3331670097683.72","3182207457426.02","3540134717884.81","3877768022145.7","3855716912541.63","3825302751661.94","4893607305522.43","5267170123642.89","4980521538188.42","5352641138559.04",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217154004704.69","170169458225.8","455288900855.81","299107352398.525","235542363056.165","255477897030.528","248663625719.963","259338193215.008","258210026833.301","241066811971.825","289610998039.934","297710778170.561","326744937226.803","408472312284.821","541261214151.637","669454240938.036","817476057509.611","1007406384160.58","1305085270767.85","948164696311.376","1152235871360.01","1455695535691.1","1495927198324.47","1534448279220.01","1507387592891.28","1186512125966.79","1114110261828.83","1312021650271.96","1532326785813.74","1524862822277.85","1316250543321.72","1774519965596.79","2046496478610.88","1929326739840.5","1980452836018.76",
"Togo","TGO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","34342045.0253951","53756126.0631392","55333335.7408978","73576520.0305308","76924426.3979189","89558557.7481416","107560601.008674","105117778.619857","112649362.455299","111476082.07651","118108144.934068","334262104.218934","241897334.794126","278511973.279285","292684965.460738","411848053.863968","423733951.811692","773472154.548981","544664192.856614","612220840.578466","475737820.100556","519366252.783062","521170889.010052","658172672.915215","730213615.959312","761211516.295822","762306408.896905","603505041.158683","571926370.651206","501433054.966444","304394721.238925","358302926.530002","420808141.945338","516316175.841448","475868140.636305","517181587.596715","475147222.4998","424670348.218294","429366652.715549","516701878.887484","694096764.968224","752390243.873023","811362053.824834","831810885.425079","900322085.749922","1127772906.63971","1187564713.82761","1279768332.07496","1660814155.03162","1736771567.41123","1997592280.61287","1811710702.90744","1495042878.36334","1578284066.71442","1588718291.83076","1702774383.34119","1665133404.82303","1721567222.6082","1971234503.84417","2091318175.7473","2192410683.19019","2420208427.17906",
"Thailand","THA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","445713376.037342","525964886.287873","519061302.681992","535813730.196832","674951923.076923","739759615.384615","929903846.153846","1024038461.53846","1030048076.92308","1075384615.38462","1064423076.92308","1179182692.30769","1487497926.08462","2016289601.59285","2958365412.92577","2732924326.18658","3436992450.47929","3947627127.17676","4773874325.87256","6178088809.32875","7800900873.3147","8309867952.72672","8385609881.2719","8053089819.19917","9154262958.54174","9030266961.97086","11033548459.0733","14601717480.4792","20357574271.5293","25231065262.2752","29129276618.1045","35329436945.3531","41206839587.58","47453533152.6223","56094977835.3454","70305503762.0445","71417458048.9366","72442635000.6348","65860574771.0913","71490257382.1479","81953035120.3609","76088350937.052","81447794223.3026","93686920141.989","114062494755.723","129498934986.038","152293268280.069","181094565788.388","208095289025.846","181530421334.516","226787505595.978","262743281924.973","274121377628.712","282342912104.28","278596013717.189","271423493717.844","277248464807.286","304266013738.262","328569784686.743","323768892197.357","257709985018.377","296424506130.06","324016639381.2","337632612707.206","368824202322.816",
"Tajikistan","TJK","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470190964.136004","579294755.877034","807696379.41986","799500169.204738","805572498.857439","645098985.997103","718214368.811561","746538229.981939","736449663.433651","766967436.082128","994327044.095007","1219656705.18309","1254264708.57196","1645945559.19098","1705745533.09341","1755605593.56987","1218526625.57921","842892855.780827","1072842444.64916","1318781149.02818","936771984.073827","835634230.381076","810823484.28563","923021947.694359","1125074885.30063","1116255903.44978","1243456836.44712","1409153432.56143","2161333822.62564","1751996065.65997","2104997683.1627","",
"Turkmenistan","TKM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250614832.8362","2148362351.53034","2692664771.71994","2175805362.67843","2084399936.41563","1774094536.52548","956099906.374992","774538535.153995","874285023.027116","1604433017.84118","1466653725.60438","1580055400.56919","1949045098.71003","2030569708.19824","2486842105.26316","3608775981.52425","4657598499.06191","11056875730.4246","9517543859.64912","10366666666.6667","17480701754.386","20688070175.4386","19535789473.6842","20360701754.386","12771714285.7143","8011714285.71429","8521428571.42857","12188857142.8571","11187714285.7143","8164285714.28571","10281800000","14670100000","13110700000","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","9323901974.20076","9810749028.38371","9855472843.44788","12317644591.3109","11617083313.9794","12833305101.4592","13738243135.812","13839073232.3336","14606274864.7248","16492422597.7971","17952894184.877","19127698299.6065","22512231022.5968","31908558165.4244","47492699794.0664","43551666115.2132","50647987049.7743","58509272736.9211","65225374969.1836","80939726501.2205","102216884101.565","111153829299.667","104016079515.198","107702821342.231","116082242389.974","112717659127.101","101170434379.483","110394758073.511","135683548215.116","147489326135.536","165026094835.481","169453430209.443","184051032670.266","197165314165.586","234425224732.718","280787939411.634","312970140482.089","343934015776.618","342014028768.219","356659124178.103","423431711617.88","408714282600.995","414973939665.115","448743263847.014","549117510872.987","658766970221.649","779462613684.622","882507495497.349","1018653703406.87","812293457865.475","1072007430165.05","1262757165436.9","1282231497613.57","1275138557023.44","1249244630311.38","1089363440092.54","1079389430515.84","1197181468067.06","1297752391221.69","1289106894758.04","1123729101615.62","1438756528332.89","1701091014171.34","1707132867630.37","1790225469740.7",
"Timor-Leste","TLS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38960300","42828900","36638400","33673900","32945200","32989600","41881900","54263000","60613700","66633500","75532300","66782600","82664300","77945700","66178400","48508500","51780000","38179900","45614300","431191700","792950600","2302354000","1784365000","476831100","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","5728814108.13168","6107577395.88553","6617005719.33553","7033644112.39136","8077957084.46632","9183562114.7953","11335673235.7842","13047454107.6631","22442859206.5438","49878697038.8792","49743138865.7664","59216920785.8622","61866520384.346","58387684080.0869","87042206312.8986","97094713893.7205","73341009839.021","80468292825.9686","79950731708.9835","77282018609.6288","74136339770.5031","51660435329.0091","67343972413.9659","67426431825.075","76994035726.5296","92579276951.1401","82343655017.6442","82601741314.4841","81436356156.7491","91279233289.6441","94831075693.14","101846507241.764","112331751897.362","101478115761.642","128913698410.69","158114248699.166","143971839199.85","153552168656.84","172926421824.7","222139364836.425","287467838104.433","342710987772.047","408695014381.702","514750519124.771","390381577362.031","468559938200.024","528952523236.339","557029029634.823","514111315697.139","452594117945.999","343627411310.023","330249521664.674","389673125088.354","470263580480.831","420162039626.379","289094044785.369","414481845210.396","573390212792.768","537210841691.383","531592284309.062",
"Tonga","TON","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","13435004.5817515","8090553.58670414","11561654.4688401","11967036.7402999","11648334.4511514","16011159.1892507","15794070.3286601","17123440.511208","11355855.8558559","17095217.2005265","18094839.0250716","17534759.3582888","25256966.811371","24250192.2583953","26696066.7461263","38464269.1773422","30278420.4843437","32405166.6542944","27551300.5780347","33680881.6845932","35422535.2112676","44685688.7734394","44847645.4293629","37511930.2949062","31380568.0882668","31165956.6264355","24209622.2301587","33366012.2773126","39211224.3931234","45131086.9661921","46714183.6342483","42549591.5695576","36478873.6614093","55075033.3025386","42554578.8508212","45862989.0701686","67310460.3186473","80356262.0801306","91729482.4639673","74647865.5634675","74117318.9015158","91160670.1975825","102005091.102875","104684873.260084","112507449.652672","99820530.9012803","57432827.8272016","59899742.5334026","95391430.12726","",
"South Asia (IDA & IBRD)","TSA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","2586856980.20398","2693573249.63231","2793638493.81822","3022047877.09532","3066926092.94279","3081109747.49988","3036420076.76607","3180997218.12874","3237542460.87087","3324532749.27682","3789485534.20033","3703733484.93061","3918629433.776","4962631705.80388","6372821576.45261","7411179604.86727","8670570782.18668","10128290080.5211","10679466759.9674","12811071127.067","14157690700.4379","14370276661.3639","14741406982.026","15558719482.3461","16219006087.1646","15498864697.4914","16160904303.9076","19189691346.0648","21922460050.2256","25059062492.1847","27749354167.9959","28489291286.769","32008062009.2529","35151722650.3561","40738022018.0981","49680072693.0666","51981965752.4407","57209350221.0942","60031263058.5704","66259234180.8064","76224347845.9633","76532911112.8766","88352573327.9798","106781249253.864","144491354159.239","182571122170.123","224824304453.276","281624597362.085","321539964895.893","306173545156.711","413452049762.098","496352801221.317","498903849715.886","526455728361.391","526369709104.127","473881608848.748","499813729725.642","561326671463.586","606556260033.457","601932257521.004","556574706603.116","743836201545.891","861887568366.232","863913671173.291","904701911983.235",
